7B1B8E6E	Jonathan J Cadiz
79A6456D	Richard G Baraniuk
855E74C3	Miklos Boda
85DA4E33	Yanlei Diao
7E7281C1	Dan Ernst
756157F6	Tom Verhoeff
75882010	J L Starck
047B2D8A	Christian Kohlschutter
7E29A7E8	Geoff Gordon
7A7DBDEA	Jerome Feret
7E0ECB5C	Vaclav Rajlich
854866C8	Giuseppe Caire
84A1B79E	Masahiro Morita
07DD7925	Luc Dehaspe
8465A0C0	Geoffrey M Voelker
00986B65	Daniel Cohenor
7B23E2AB	Jason A Catlett
7FBCAB0C	Yi Zhang
76CEF8BC	Fernando Tohme
76F92CEC	Joseph Turian
84862C6D	Mori
7D7FDFEE	Simon W Moore
6E143B6C	Sergey Melnik
7D0AE5A4	Mike Papazoglou
81162E3B	Eibe Frank
7DF814AA	Chohuak Teh
7ECEEB40	Changshing Perng
84ABB3AA	Harlan Yu
7AF06119	Rajive Bagrodia
7F8A7919	John Michael Tracey
7A2425E7	Hendrik Blockeel
82A0CE9D	Yannis Papakonstantinou
75BF98B8	Jyrki Kivinen
7CF9D9FB	Kevin Chenchuan Chang
7F8F16AE	Douglas Walton
75C564A7	Ramadass Nagarajan
7B0B5781	Peter J Burt
809A01E6	Ronald M Kaplan
7F71B868	Susan L Graham
7F935B75	Dorothea Wagner
7FC5E387	Wenyu Liu
82FF6395	Kristen Lefevre
7F3C6869	Theodore Johnson
7F4361EC	J Fowler
59294FED	Jeanpierre Hubaux
7D404B2E	Martial Hebert
7FE76A2E	Jingmin Song
80702078	Anita W Huang
7F265FD4	Subhash Suri
7EE9BDAC	Werner Geyer
80F18EFA	Xiangyu Ju
7D5B87CD	Lihao Xu
86013717	Anu Padki
77FFA51B	Omkant Pandey
281C59ED	Uriel Feige
7812CCC4	Mike Burmester
7F2BD337	Srikanth V Krishnamurthy
30E6FD64	Richard D Alpert
09743EE6	Nicola Muscettola
7644AA39	J Seghers
7E707ADC	Thomas Ball
84848E87	Richard Durand
80714B9F	Lizhong Zheng
7EB915A5	Hui Fang
80C547A3	Keunwoo Lee
859AEC02	G Martin
7620AC91	Sara A Solla
7D4C08E3	Richard E Stearns
7E82BE51	Sarit Kraus
7F2DCB1C	Randy H Katz
7BB65E58	Thyaga Nandagopal
7ED6AEB5	John H P Williams
26164315	Xavier Leroy
7DD8F3DC	Chris Buckley
81088A16	Tom W Keller
762F4302	Dan Frankowski
0ECA2F16	Martin Odersky
7AEC6358	Jonathan Walpole
770B19DA	Andrew G Barto
8096EFA8	Adam Batkin
85103DFD	Laptev
82ED1A44	Srdjan Capkun
242D87DD	Andres Corradaemmanuel
738D5DC0	Scott L Vandenberg
7E1D136E	E Allen Emerson
0C0DC339	Fang Yu
84C1B3A5	Sarit Kraus
80967664	Michele Banko
7DF9871A	Romit Roy Choudhury
7D238055	Anthony J Mcauley
852F62BE	Tommi S Jaakkola
86006AB3	Bin Tan
7AF932AF	Max Metral
7F199A03	F Maxwell Harper
8010044A	Patrick Cousot
7FF900E5	Domenico Ferrari
8458CEA7	Alon Halevy
81187704	Brian Roark
7E50C199	Lionel M Ni
84F4FB9E	David Hull
798C6D44	Venkata N Padmanabhan
804F686F	Xin Chen
146B4651	Muthuramakrishnan Venkitasubramaniam
7F5B3022	A Martin
8556EB60	S S Iyenger
8117F5FC	Daniel Weaver
7CEDBECA	Weifeng Su
7A5A323E	Myron Lipow
80D69623	Hiroaki Inoue
7AFAE046	Eugene M Luks
81007191	Muthucumaru Maheswaran
80B60461	Rong Ge
803D189A	Aron Culotta
7DA35227	Jason Mchugh
039A7B34	Marco Gaertler
7FFA0462	Srinivasan Parthasarathy
7CC60C53	Stefan Schwoon
0FA5FC8A	Paolo Merialdo
7E2DF202	James Joshi
1347BBFC	Deniz Hastorun
7591D0ED	Allen Newell
8002D60F	Pramod Viswanath
824695EB	George L Turin
766E63BE	Pierrecyrille Heam
7CD20822	Alex Abenathar Kipman
7EFEA32E	Shawn R Jeffery
78DEEBA2	Michael Carbin
7E12234B	Aloysius K Mok
7E02788F	S X Shen
7B7441B6	Sergio Campos
81616BD8	Tian Zhang
8135D056	Galen H Sasaki
75BFA597	Mike Hibler
78D26A3C	Ralf Koetter
6994DC75	Sanjeev Banerjia
856DDE51	Ye Ding
812B354E	Xizhou Feng
851667FC	Geoffrey Miller
7A76D867	Amin Shokrollahi
811BDC6F	Paolo Mancarella
7E934B05	Xiang Ji
7FA61132	David Parker
863771CA	Solla
835BAEDA	Charles L Seitz
846084D8	Paul H Morris
01918125	Michael Benor
77D4FD8A	Sebastiano Vigna
088E123C	Ambjorn Naeve
8164E368	Ivan Laptev
7A8DCA63	Jason Rennie
7C36BFD1	Tadao Ichikawa
7ED45625	Reinhard Wilhelm
0151C135	Piotr Indyk
79066D67	Dan Brickley
7EEB27C2	Prasan Roy
7D641C86	Shubhendu S Mukherjee
80F539C0	Xuying Liu
814DD24F	Ernest Szeto
22BDD3D0	Jorn Thielecke
753F3EB0	Pierre Baldi
7EA0CDC9	Daniel Feinberg
78456EF6	James P Callan
27669118	Prasad Chakka
7FC39EA1	Jude A Rivers
75D4FAA2	Roger A Bringmann
75169A50	Faye A Briggs
8521708A	A Gupta
84A5A218	Shu Yan Chan
7F139BA6	Kevin J Mcgrath
84BD3506	Saikat Guha
7C5D3C0F	Tore Risch
7ED71A19	Peter J Olver
7E299945	B Ramakrishna Rau
80AED832	Janos Korner
15279D3D	M S Hrishikesh
6D271A91	Jeremy Sugerman
0139FFFF	Frank Korzeniewski
7EEB1A5C	Chad Barb
812C6D9B	Srilatha Manne
7F283270	Shriram Krishnamurthi
7DDC3018	Stacey D Scott
80AB04E3	R Brice
8008836B	Th Hubert Chan
0A04EB8F	Will E Leland
7E94B169	Kushal Dave
81545B9A	Marcelo Cataldo
84242CED	Yongjian Xi
689F4A21	Kamesh Munagala
85114BDC	A Chichih Yao
7DC3E6FF	Christopher A Stone
04987DD1	Nariman Farvardin
7D88ABA2	Malcolm P Atkinson
77666BAA	Bridget Dahill
82544036	E Douglas Jensen
7E8E75BF	Allan Bricker
81C51A2A	Jakob Eriksson
8311EB57	A Urpi
809DB30A	Michael W Shapiro
7F031230	Mostafa Ammar
7D5044AD	Brian F Cooper
860369AC	K S Candan
8002F214	Thomas J Schaefer
8170A6CC	B C Lee
7CEC5233	Wray L Buntine
80BC4A9D	Jiayu Pan
7FE0CA51	Victor Boyko
7F1CFA2B	Hofung Leung
7A4BB017	Timothy Starkweather
8050CB9F	Xuerui Wang
595F6480	Thomas S Messerges
7F6A17C8	Garth A Gibson
3EAE1694	L Mancini
827FA863	Anders Moller
809C3D96	Mohammed Kayed
7EFDFA75	Tom M Mitchell
8249387A	Alain Faivre
7D3B654A	Changhoon Kim
806AB824	William H Harrison
788FD6EC	A N Kolmogorov
85C50405	Chun Zhang
0106FEC6	Ruxandra Lupas
66C2FE54	Mokhtar Amalou
79F2B063	Henry A Rowley
0C85928E	Ehab Alshaer
80148880	Ouri Wolfson
8595A0AB	Max Welling
7975BF5A	Tadeuz Traczyk
837FF6C9	Olivier Chapelle
71A72B68	Hugo Krawczyk
076D3E03	Giuseppe Ateniese
EFCD0907	Lin Guo
852F8987	Guillermo Sapiro
7A19938D	James Diebel
772F6706	Roberto Grossi
76B09F7B	Sean Gerrish
8090C3DB	Sharad Malik
848489FA	Satish Kumar
7F6340F3	Kui Ren
05729C1A	Mark Crovella
7F1DB0B8	Jack Lacy
7D6C7EB8	Renato J Figueiredo
6746FCC8	Bruce Hajek
7E97FB30	Jason Hsu
80C193BC	Mark Kantrowitz
0F0E60D4	Allen
7DCF5CE3	Raymond Ng
7D6F1524	Shelley Tselepis
7E5F12C9	Carla Schlatter Ellis
7F4CE9DB	Chenghui Li
0DF3FAAC	Lihi Zelnikmanor
855DDBC8	B J Fogg
8494E2A7	Lawrencegilman Roberts
75FBB3B7	O L Mangasarian
7CC6B858	Ian Sommerville
0A875414	Tolga Tasdizen
2BD1FA96	Stephen Muggleton
77888E27	Jakov Seizovic
82BA3996	Tong Zhang
7688AD6B	Gilbert C Sih
7EB5247F	Xing Xie
19FA5AB7	Yannis Ioannidis
7ECFA1E4	Stephen G Walker
7E246AFF	Mario T Schlosser
8552E952	James T Kajiya
80389A9E	Amit Shukla
76B1DE3C	Radu Teodorescu
81392454	Ting Yan
7D2EA588	Feng Peng
7FF454D4	Xudong Luo
7F000B28	Stefan Savage
505F3AFB	A B Mcdonald
7D9201B7	Franz G Amador
502BED39	Mooly Sagiv
7E6EFBCA	Bruce J Walker
3FCDE9B1	Jianjun Chen
7DAD7741	Brian T Gold
833867B3	Julio Cesar Prado Leite
7D341B37	John C Hardwick
7E32EFE4	Arif Ghafoor
6E49FCED	Ionut Constandache
7E450782	Donald T Tang
7E8C521F	Holger Karl
1829B0B7	Y C Pati
7DEF11CC	Simon L Peyton Jones
7D77D074	Wei Yu
754B5409	Andy Hopper
0F0DD427	Paolo Boldi
7A971D0A	Stephen A Della Pietra
80650189	Bob English
7D13659E	Usama Fayyad
7DF2EA9D	Simon Ostermann
8525938D	Shuchi Chawla
85E6AD9E	Sayali Kulkarni
77CBC3E2	Ibrahim Kamel
80EB3A38	David Koller
7FB687E0	S A
74A0CF0E	Ronald J Brachman
7FC1B593	Simon Gibbs
7CF6A12B	Aniruddha Kembhavi
13245141	Christian Collberg
7FA51C06	Carla Simone
7E8F694E	Renee J Miller
81E8F309	Michael Collins
7D31C306	Darrell C Anderson
8113A23F	Jie Cheng
81FCB22F	Lotfi A Zadeh
7CC884BB	Arun Venkataramani
7EA6E6DB	Lillian Lee
802C378E	Chuanxiong Guo
86392558	Miguel Castro
734518A1	Igor Tatarinov
8506BB73	S Rajaram
7A84B27A	Anant Jhingran
7D8EF590	Wei Hong
8390255D	James R H Challenger
800281BF	Tseyu Yeh
7F3E64A9	Gabriel Rivera
85A0A2FC	David Kempe
80212B8C	Matt Welsh
2AC4E69D	Elisa Bertino
853797AD	Carlos Pacheco
7AFD58E6	Bernhard Steffen
7600A3C2	Hansandrea Loeliger
02197C25	Reza Curtmola
801E857B	T La Porta
7D02FFA9	Ruby B Lee
7D26DEA6	John R Frederiksen
7AF6D7D6	Laks V S Lakshmanan
8132DC52	Nobuaki Miyakawa
7FBAADB5	Pradeep D Ravikumar
7594E76D	Margaret Martonosi
758EEC7A	Edgar Frank Codd
78EA047C	Ronaldo C Prati
7756C734	Adam Baumberg
84AD9E16	Narendra K Karmarkar
7FB02270	Michael Collins
12B55469	Moshe Mishali
7D57796A	Mario Szegedy
817E92BC	Louis L Scharf
809E7289	Xiaokui Xiao
2C27F6C5	Ioana Manolescu
80DFFC20	Mubarak Shah
14CA1F1E	Luis Gravano
7D098C23	Takaaki Hasegawa
7FA3E146	Gene M Amdahl
792BFC92	Peter N Yianilos
8088ACFC	William W Cohen
7B80AB3B	Alan Eustace
7A9D73BD	Geoff Hulten
2C2928BE	Jean Gallier
37F8EC35	Ashish Thusoo
7F74D891	Shengli Zhang
86297171	Shlomo Moran
806B9098	John R Searle
8175183B	Scott Mahlke
84F179E2	Oskar Nyholm
088C36C7	Jeanne M Vanbriesen
79C05350	Anastasios Kementsietsidis
106933FA	Gordon Kindlmann
7DB8985D	Tristan Henderson
821EE436	Peter Elias
7F11917F	Sheng Liang
75383ECB	Herbert Rubens
8554FB54	Prabhakar Raghavan
7DF98D00	Xiaoyuan Wu
1549D07A	T Owen Omalley
853CE69B	Ke Yang
85078C47	Frederico Cali
76075235	Keith Diefendorff
80DFA346	Clement Yu
853F0E4C	Ning Zhang
8480CD16	Tuananh Do
0D340BDD	Deepak Sridhara
1725BD0B	M Shreedhar
05665A39	Gregory W Wornell
8079F669	Nikunj R Mehta
84028B52	Aniln Somayaji
6DBCD952	Neeraj Sangal
8620D5ED	Mengjang Lin
80C674F3	Greg Nelson
1699F8CC	Wayne Iba
7EEA6757	Andrew V Goldberg
8120A027	Ratul Mahajan
77059367	Olivier Delalleau
7E08966F	Ramanathan Vaidhyanath Guha
81A956E5	Alexander Feldman
7D5AA182	Lu Zhang
80BE160C	R M Tanner
7625F061	Eugene Gluzberg
77C03EBF	Stergios Stergiou
84928ECE	Meng Yang
13190AFE	Thomas L Marzetta
7E2E6FF4	John Eklund
7EC8EAF6	Jeff Edmonds
79D7A384	Nicolas Le Roux
7A5B66DC	Hiroyuki Kurino
7D75EAC2	Thomas J Mccabe
829169C4	Jinyan Li
841180F3	Alon Lavie
8138B9E5	Hanyi Zhang
79369A8D	Carsten Lund
79575EAC	Maxim Raginsky
7E98F775	Larry S Davis
8082FAA7	Dragan Petrovic
7CC8F680	Benjamin Chelf
0C85E941	Patrik Dhaeseleer
85A4DFF2	Bo Li
7B07C6B3	Konstantinos Sagonas
7DD29216	John F Patterson
7FC5786A	Steffen Rost
80BAA7B0	Yanhong Zhai
11D4C8BC	Luis Roderomerino
2974454D	Martin Szummer
7F5B210F	Mark J T Smith
840E344E	Shivnath Babu
85ED42FD	Alexander Siegel
8140EF96	Hyesoon Kim
7D389768	Duo Zhang
78B3AA2D	Uday Bondhugula
0CCBD254	Leo Breiman
86394EDE	Piotr Indyk
85590694	Aruna Balasubramanian
7B159B08	Charles Rackoff
78782C86	David Mandelin
855C30C1	Yuting Zhao
7D04E424	Steve K Luk
8457AD33	James C Beck
7EFC8F60	Edwin M Knorr
847D1CCB	Jedidiah R Crandall
7F28E410	K P Jain
852122C0	John Jannotti
7A01B0E2	Jamie Shotton
7DBCC69F	Zang Li
7EE0CAB0	Richard Han
80EEB285	Anthony D Wood
80E240A1	Chihhui Lai
76F0FF40	S J Dickenson
7D63C332	Benjamin G Zorn
7D347E77	Gail E Kaiser
7E0B87E2	Kentaro Toyama
718A4E73	Theo Haerder
0C4E9751	Scott Makeig
7C43EF5A	Vincent W Zheng
783A0D90	Bob Lantz
014F5B3B	Dmitri V Kalashnikov
003A7BFD	David E Rumelhart
83E5CC71	Raghav Kaushik
80B39721	Yiming Yang
7E56685B	Ting Yu
7FA8751F	Andrew C Myers
0C0BC56D	Andrew Dahley
7F2B7AF8	Anna Bouch
8474E1F9	John Bainbridge
7E8AF267	Dan Hoey
7D9BCB71	David A Evans
76C138FF	M Y Sanadidi
82615ADD	Andrei Broder
19DE985E	Wolfgang Pree
5FB83293	Gosta Grahne
17639068	Cheng Jin
7FC3F461	Yanyong Zhang
7D41EBEE	Kirk W Cameron
84797DB8	Andras Veres
7C22D304	Oscar Nierstrasz
7E4FB136	David Hansel
7865DE75	Patrick Lincoln
7BCE833F	David Holmer
84CB3534	York Liu
800CD84F	David L Dill
7FCF3099	E Burton Swanson
7F96AC8A	Gerhard Kramer
77B5234F	Stan Zdonik
86288E43	Francesco Bonchi
770C1C1E	Alexander Tuzhilin
7CF402F1	Sunghyun Choi
7F18B556	Quanzhong Li
7DF82C1C	Alan C Tucker
8051A9ED	Daniel I Rubenstein
80B71A4E	Ronnie Chaiken
7FCFC7EC	Ankur Jain
7D2F0D36	Rakesh Agrawal
7680BEBF	Hamid Reza Motahari Nezhad
811E9E6D	Anirban Mahanti
7E1E18B0	Victor K Wei
7550F599	Saul Schleimer
7EA267F6	Jennifer Neville
80049030	Byron Cook
0D51713C	Costin Raiciu
7F3C7715	John Nagle
2B4C0521	Celine Pering
1293F71B	Frank Ramsak
8004E3EA	Louis E Rosier
8579D8AA	Kobus Barnard
7E97D7F2	Martin Wattenberg
1654B451	Yan Zhou
036DE472	Jittat Fakcharoenphol
7C0F1F9C	Ben Leong
7DDACD46	Terrance Swift
803A9F8C	Bernhard Seeger
77E6D65B	Andrew Nealen
79731492	Arindam Banerjee
7E123673	Krishna Kumar
86308538	Hector Levesque
801218DB	John R Anderson
811E71FD	Bede Liu
7ED5056A	W Bruce Croft
848A92DE	Brendan Burns
7E5A3B2D	Aashish Phansalkar
7E811E4A	Huan Liu
75D1CA69	Amri Napolitano
75803255	Avraham Shinnar
6ECD6A36	Koji Tsuda
774958B5	Anand Rajaraman
7D37A356	Didier Siboni
79610A77	Benjamin Kuipers
132A9E2F	David M Blei
0DA6D8C0	Martin J Wainwright
863DAFC4	George P Copeland
7EAB061E	Kundan Singh
7F66A857	Gang Qu
84F54664	Steve Mccanne
7F335642	Steven C Glassman
7550997A	Akio Tsuneda
7C6E1BA5	Shruti Kasetty
7E1A8861	Phil Whiting
7F32D2FA	Songchun Zhu
7ED93A59	Paul M Aoki
7D1295F9	Shuguang Cui
11B7E071	Euripides G M Petrakis
80BDAEA9	Joel Baxter
1DCBED2D	Mark Steyvers
10E31A67	Laurent Mauborgne
771967DF	Paul Sweazey
7F095DFB	Rajeev Raman
778D8488	Mayur Naik
7E6BDFCC	Daniel C Robbins
0DCB1759	Ylan Boureau
75C27666	Nathan Shnidman
7BE01801	Jonathan Eastep
7E3E5852	Toshiyuki Tanaka
02720C28	V N Temlyakov
7FD482D4	Michael O Rabin
839E5F54	Perez
7FE7EBC6	Danbing Seto
825DB32F	Dina Bitton
032B7947	Guido Montorsi
7BBC933B	Sebastian Thrun
80BEA122	William A Gardner
7AF9345C	Xinwang Liu
803CD73E	Geoff Mainland
82C020DD	Michael M Skolnick
7D5A8BF0	Ronald Fagin
09DF3E99	Eytan Modiano
0F8D1F0A	Anthony R Cassandra
80ED1B01	H Luo
7F8338FB	Weijing Zhu
852BD58F	Milind M Buddhikot
09312738	Amar Phanishayee
7D02B142	Susan B Davidson
7DADB02F	Eugene Wu
79B56722	Norman C Hutchinson
82FB3C15	Charles Rich
7FEC5DBC	William Zhu
7B84E1BA	Adam Kowalczyk
7A880E65	Andrew J Viterbi
18922FBC	W Timothy Strayer
759FAF1A	Xiaoli Zhang Fern
7E199850	Nicolas Pasquier
81C5C93F	Klaus Schmid
821910A0	Shigeyuki Yoshida
76A99FB5	Thomas Clouqueur
80ACC8C7	Zhexuan Song
755D6959	Athman Bouguettaya
7EEABCEB	James C Corbett
762F1F68	Andrew Thangaraj
777EB519	Michael Isard
7A92CFC6	Sushil Jajodia
804B16FB	Utkarsh Srivastava
275DF53A	Peter Pietzuch
7CFA76F5	Khaled Harfoush
80286A21	Roberto Sebastiani
7DB367AF	S Sudarshan
75963FBC	Stanislaw Jarecki
77191425	Jarek Gryz
7FCB7A46	Lawrence Chung
7D603DC0	David Walker
77007327	Michael Unser
73B8EDED	Ivan E Sutherland
75E678D2	Calin Cascaval
2DD58249	David K Gifiord
0A310DA1	Oliver Flege
81380647	Joan Feigenbaum
489878DE	Michael Stillger
85552208	Raghotham Murthy
7CFCD5AA	Pascale Fung
7F58F35D	Wei Tang
7DD3098A	Xiaopeng Xi
861F93BC	Ken Mai
85141EAA	Jeffrey Goh
7E101BC9	C J Hoffmann
800D36BE	Emmanuel Munguia Tapia
834CAE39	Vishal Misra
090CB3E4	Bernhard Rumpe
7864236E	Justin Zobel
8568CB91	Flip Korn
7DEEBED3	Jon Louis Bentley
8018899A	Jun Yang
7F849FA0	Jonathan C Allan
7D773AA8	Thomas Graf
7F600BB1	Donald E Knuth
7F358FFD	Josh D Cohen
86229787	Rajiv Laroia
8621B284	C N Liu
8307B9EE	Toshihide Ibaraki
7D400CEA	Heather Zheng
812B3684	Anand Sivasubramaniam
77ED25E0	Niranjan Ratnakar
7D435CA0	Gert R G Lanckriet
0E8ADBDB	Pieter Abbeel
7AE7C4CB	Timos Sellis
7EB765A9	Robert K Cunningham
80285F1F	Sangyeun Cho
800BA0C0	Mohammad Alfares
803615D2	Keith Gallagher
8217BE2B	Robert Sedgewick
84EA4996	Jacobus E Van Der Merive
80F6F1D4	Pradeep Dubey
830E04C6	Paul Skelly
834AA5A1	Wangchiew Tan
858186F5	Li Li
76EBEB40	Ryszard S Michalski
80BD0C05	Martin J Mckeown
7EB04793	Xuemin Lin
85B45E7F	Xiaoyu Wang
755FC543	Hong Jiawei
7A0838AF	Sheila Mcilraith
85F10FE3	Francine Chen
7EB0AFC1	David Crandall
78C7DF9C	Yishay Mansour
7D4895B8	Peter F Corbett
7F612BC9	Padhraic Smyth
85314534	Yair Weiss
750C5669	Charles Blake
8117C478	Scott Wallace
7D9304CB	Paul Clements
7DA47D8F	Philip H S Torr
0E89C107	Amit P Jardosh
19B310D1	Stanley B Zdonik
7D2A613C	David M Cohen
81084BEA	Walter Whiteley
2BB8AEAE	Lynn A Streeter
06189845	Antonio Criminisi
79BF1B92	Douglas S Santry
7D6915EA	Weichuan Yu
78D31015	Chris Heegard
7932BE4D	Richard R Muntz
00D91909	Steven M Drucker
853A2C96	C C Tseng
84F6273A	Amit Sahai
7DF33A3E	Mingfai Wong
4BE56F59	Larry J Eshelman
8623725A	Ravi Kumar
7F03EEED	Clair Webb
802B6126	Stuart Golden
7D0C0E32	Junyan Ding
7D5E8147	Richard E Moore
85C1B56C	Philip E Agre
85B8B599	Gaetano Borriello
85950986	Anwar Elwalid
0F84F9BE	Emmanuel J Candes
81B7CB8A	Greg Schohn
7E85E1B4	Alessio Signorini
7D2BB372	R C Heimiller
78FACB2C	Dana Vantrease
813052EE	Stephen T Barnard
7EDC8546	Jon Howell
81CBAF21	Angel Lozano
49213053	Ulrik Brandes
0F972B34	Athina Markopoulou
7FD025B5	Albert Ma
7E82D1C0	Bernd Hamann
7F75A18F	Steven Lovegrove
7E7170F2	Jonathan Harel
7F67CD5C	Llew Mason
7FDBDB84	Yu Zheng
0B3BD633	Peter W Ohearn
828E59F1	Yutu Liu
13307B47	Olivier Dousse
7E692BD7	Nitin Sharma
7F428644	Julian Tibble
8074F91D	A D Murugan
839B4D82	Daniel Hernandez
693C098C	Dinesh Subhraveti
12BD65B7	Brian M Oki
7F600FD7	Sean D Murphy
B11C792E	Qian Chen
7D646DE3	Brian Chen
062A0022	Eugene Charniak
78E07B7A	Brighten Godfrey
0326F068	Rajeev K Dokania
80F73AC2	Jennifer Healey
778385FA	Andreas Moshovos
84C4A7DD	Bjornar Larsen
7D61BA13	Junfeng Yang
816A69B2	Naftali Tishby
7F4E56B3	Richard L Hudson
834F75E7	Moni Naor
7C52E731	Ness B Shroff
7D241981	Ronald Cramer
0E9D06B5	Thorsten Joachims
7698A580	Alessandro Orso
134CC1CB	Krithi Ramamritham
803D12D4	Donald Metzler
75E4EFD7	Christian Hidber
23675588	Marco Gruteser
8542A14B	David J Moore
850848C5	Jeffery Kline
7B386A03	Sanjeev Khanna
8487C6A6	Steven Osman
13C19334	Zvika Brakerski
7EBD27F7	Songwu Lu
764FCAE4	Lise Getoor
7A56DBF2	Norman P Jouppi
75EA3FB7	Paul Ammann
7FD27A36	Larry Peterson
80DDC8C7	Padhraic Smyth
82A0FEE3	Ian Bratt
7A162A6B	Zoltan Gyongyi
1272D3CE	Daphna Weinshall
0BBCD063	Aldo Bongio
7CB08965	Frederik Vercauteren
816D3BD9	Michael J Jones
84EB5C06	Dhruba Chandra
81782B5A	Jonathan S Sandberg
243EF9DD	David K Gifford
78D9FC35	Pat Langley
675E2647	Dong Xiang
829A1D29	Peter Widmayer
7E12A477	Tilke Judd
80C6C70F	Onur Mutlu
7E515B34	Eka N Ginting
84AC53FB	Robyn Kozierok
7F6FBFA0	Matthew Brand
7FE8EDD5	John G Cleary
84D37817	Greg Hullender
7D02E177	B Escudie
1093F94A	Ingo Mierswa
751C2149	Sriram Vishwanath
73FDD870	Eugene Walach
1EB3CBA4	Walter Willinger
812260C6	S C Hui
7DE04C22	Cordelia Schmid
08800374	Mor Naaman
81388433	Massimiliano Pontil
806B6930	Taliver Heath
0E49F56A	Sotiris Brakatsoulas
7BFF4703	Regina Barzilay
8246F66B	Frank Smadja
7D686097	Xiangyu Dong
1EF0234D	Stefano Ceri
80273373	Brendan Oconnor
8113CBE7	Chris Quirk
0D710D3E	James P Laudon
78A26763	Jennifer R Kwapisz
816B6FFD	Ardsher Ahmed
85C1DB37	Loren Schwiebert
850A2FA3	W Rumi
8617BB39	Jacobo Valdes
817A8C7D	Michelle Butler
7F294BD3	Jennifer L Welch
81BF2F14	S Srinivasa Rao
7BBF95AF	J Eliot
7F5C592C	J M Ponce
786B253D	James Tuck
5F4EE544	J Adam Butts
82C99869	Vipul Gupta
2B9D8E01	Bruce M Maggs
7E679CA9	Brian Babcock
80578CDB	Carel S Scholten
0D96237C	Brian J Rosmaita
0039C5A5	Theodoros Evgeniou
80E2A478	C O Hughes
8119D74E	Luigi Rizzo
7F86C552	Hyuk Lim
5ACF704E	Chrysostomos Nicopoulos
7D9BBA44	William M Wells
76C9954D	Petros Maniatis
85457913	Michael G Luby
85D68BD6	Ilan Horn
861D112C	Ramana Yerneni
05DC3322	William Adjiewinoto
7FFF817D	Gordon L Elliott
7D5E91AA	Soumen Chakrabarti
84A2DCD3	Katherine Panciera
7C345CAA	Ondej Lhotak
859D597E	Jason Nieh
1094A75A	Robert E Schapire
85290226	Angela Wu
5B1626AF	Gregory F Pfister
7BF448E9	Avi Silberschatz
8545A2E0	Liangliang Xie
7F394EFC	Geoffrey J Gordon
7E68D568	Jilin Chen
7BE686A2	David Pointcheval
7553A055	Paul Alexandru Chirita
7D90C7AA	Liang Wang
81194884	Mohammed J Zaki
049E6F90	Induprakas Kodukula
7DEEEE63	Alexander G Gray
861F2B15	Alin Deutsch
7E5023B2	K Woods
7E08389F	Francesca Toni
7D5FBBFA	James Noble
76878CE5	Edward D Lazowska
7BB65574	John Plaice
7F0EF2ED	M R Rahman
776E4808	Patrick Cousot
101F68A8	John K Ousterhout
75874D51	Barbara Kitchenham
849CD0F5	Lawrence G Roberts
80D8ECFB	Xiaobo Fan
81646EB9	Ron Ho
759FFA9A	David M Mount
48A27DE3	Piet Spiessens
7C123E67	David Garlan
80D43E9C	Eitan Yaakobi
7CFC0758	Jiaya Jia
7B3CFE42	Susan Hohenberger
829BC7CF	Kave Salamatian
75C6CE65	Renato Pajarola
805413B2	Bongki Moon
84CC06B3	Joseph T Rahmeh
812A7A70	Sarah E Petersen A
7BD88867	Bulent Abali
49C83DD0	Jovan Dj Golic
07E3215F	Thomas J Ostrand
7E1122AA	Peiya Liu
32602529	Manfred Schmidtschaubs
7DE5E77C	Thomas Gross
81757D64	William Alexander
7C4F45A7	John W Tukey
80E55D92	Shaomei Wu
7544EEB6	Scott C Knauer
7B9D9C5D	David L Donoho
7FC6EA01	Yaoru Sun
7FF8851D	Charles E Perkins
79F04D75	Marjaritta Koivunen
8309DACD	David Makinson
80E8D83F	Changhung Yu
7F72362A	Szutsung Cheng
7E752103	Vibhu Mittal
0BFF1B77	Allen Gersho
7E9187EB	Jon Feldman
80EEE8E8	Frances Yao
813F6C3E	Hai Jin
77A8509F	Sam Hare
7DDC08ED	Sanjam Garg
19FF7289	Roman Smolensky
7A6CCE8A	Martin Lades
83AB29DD	Erann Gat
7A71572A	Dana Nau
7F19C8F8	Wenfei Fan
76FAC878	J Greg Morrisett
8098D446	Allen B Mackenzie
7E2ABC85	Manoj Franklin
82FD41B1	A V Lugt
857A1E26	Amin Saberi
7F48F6FD	Martha Palmer
855A1CD2	Joanne M Atlee
7FCF931B	Robert P Goldberg
7D7EA430	Changshui Zhang
84B96233	Lyndon Hiew
7FEA6C11	Markus Schneider
78252EE9	Charles Rackoff
2B9C176B	Pierre Lavency
7A58790E	Francine Berman
84C8AD82	Michael R Lyu
7F7B94C4	Duncan J Watts
79F7726C	Nabil I Hachem
0DE13FCB	Nadav Eiron
80AC2AE7	Matthew Parkinson
7F74F77B	Richard Hartley
7DCC7D92	Randolph Y Wang
7F0BFBCC	Peter L Hammer
82DC59C0	Albertlaszlo Barabasi
7FD42D76	Hakan Hacigumus
85941E4A	Yoram Singer
156433ED	Martin L Griss
801D9C6F	R G Rastogi
7740DFD9	Robert C Holte
84F8FC03	Herbert Sullivan
821EA149	Munish Gupta
81A4A7FB	James E Rumbaugh
73E5F2B3	Kimaya Sanzgiri
774093B4	Milind M Buddhikot
