75D11493	Gerard Verfaillie
7FA4417E	Dan Shapiro
8035B0BA	John Stephen Walther
800909BC	Carlos Castillo
85F87E79	Soumen Chakrabarti
7BD88867	Bulent Abali
7D6DF2B0	Rodrigo F Flores
7B23E2AB	Jason A Catlett
7709AC14	R Tamhankar
841A6B49	David Binkley
66E36228	Rares Vernica
81C994A6	Jeanyves Le Boudec
23906E77	S A Mahike
80C7766E	Saeyoung Chung
49097644	Kunle Olukotun
5C7FEBCA	Dan Pelleg
7AE97CC2	Jianning Mai
7E24DEED	Lei Rao
759B68E9	Jan Chomicki
7C197C19	Andrea Goldsmith
5ABE8814	Herve Debar
7B11356A	Mohamed A Gomaa
7778A6BE	Andrew Fikes
0DBBDDCC	Liu
5E2F4A23	A K Mackwoath
7C5A003F	Wensi Xi
78D26A3C	Ralf Koetter
78E4A310	Rudy Setiono
6E3B7294	Balaji Padmanabhan
4B768E5A	Neal Glew
8037D799	Yaowen Huang
7C5D3C0F	Tore Risch
7904F2B4	G F Boudreauxbartels
7E65B2EA	Amit Aggarwal
7F502CE6	Shientai Pan
8089FC85	Adam Bosworth
76D5F88B	Orna Grumberg
0413B966	Craig G Nevillmanning
76E6A9DA	Alex Acero
7624B3DB	Krishna P Gummadi
755F71EA	Stuart Staniford
7EC1F213	S Viswanathan
75C458D5	Eric Brewer
7D22D8AF	Yu Xu
7E3ABF3B	R L Desai
5F4EE544	J Adam Butts
7E86AFB9	Rongjing Xiang
7E1A4D4F	Samar Singh
858C11D1	Shi
7C5D1896	Taeho Jo
7C8EC07B	Hirofumi Katsuno
814A03D1	Michael I Schwartzbach
2A1E2ED5	David G Stork
7E6B531F	Boris Wolf
849CFC5E	Christopher Celio
7A2CEB29	Cormac Herley
0E13D44F	Kamalakar Karlapalem
7E29A7E8	Geoff Gordon
78D6A0FF	Patrick Wagstrom
7F0CAD34	Jim Gray
86006AB3	Bin Tan
753A1567	Natasha Gude
82A2E15D	George I Davida
85D38494	John V Guttag
75A68B99	Olav Tirkkonen
81F713A8	Rolf Blom
143C9042	Craig A N Soules
852B1772	Sunil K Sarin
0BEDA6A9	Uri Shaft
811EB34E	Jun Rao
803B659D	Amr Ahmed
489042C6	Hongsuda Tangmunarunkit
7C123E67	David Garlan
80E95D68	Michel Simard
5CA0EEB8	V De Antonellis
803F79DA	Randall Salas
800C9B9A	Min Cai
0310238C	Tom Bylander
77404699	Adrian M Caulfield
86346A07	Paul Gastin
0F0A1D03	Kristofer S J Pister
8075880A	Yuanyuan Zhou
809DB30A	Michael W Shapiro
7F71B868	Susan L Graham
14B23BBD	Frederik Schaffalitzky
8194A8A1	Edward Omiecinski
033B8DC1	Kalervo Jarvelin
6C330BCA	Abraham Lempel
84BFCBA4	Xianggen Xia
85D85CC0	Guillermo Ricardo Simari
198A0E1F	Arun N Swami
786A14C0	David Ofelt
7A39C9F2	Bonnie Nardi
8173ECDE	Sonia Fahmy
764867A8	Spiros Papadimitriou
774515B3	Jeffrey C Mogul
7657F30F	Guodong Zhou
7F3F202B	Andre Neumann
805C7476	Edmond Lau
86236AB1	Christos Faloutsos
2977EDB7	Peter J Keleher
85338A64	Xuebin Liang
7ADCD859	Barbara J Grosz
862C16D5	Allen Gersho
845C2202	Siddharth Seth
006E6056	Svetlana Lazebnik
8129E3CD	Dimitris Papadopoulos
7BDD6246	Ellen Riloff
80F1BB1A	A J Field
7F5B210F	Mark J T Smith
4BCFF267	Hussein Almuallim
7DF44F51	Rakesh Agrawal
056E58D5	Jonathan Jedwab
802E9C90	Tushar Deepak Chandra
7D814A47	Jianyong Wang
8548C23E	Yongguang Zhang
8327579D	Eliza Bertino
8309DACD	David Makinson
83806B04	Alfred O Hero
7D817AF3	Sanghyun Park
7FD10B5B	Dale Miller
84A8752B	Jacques Patarin
7AFD5836	Peter S Canning
7A0D0DB9	M Kirk Mckusick
7C97714C	Trevor Jim
84F70797	Hao Wang
7F6FBFA0	Matthew Brand
7F34FBD8	Volker Markl
803E539B	Michal Irani
8080D0EB	Jignesh M Patel
810F5D74	Geoffrey Fox
7C6D8808	Sean Omalley
0A0E95BA	Thomas D Latoza
7E6C288D	John C Shafer
774435EF	Robert Krovetz
80B8DE30	Tanay Karnik
6363FB34	Konstantinos Daniilidis
838BD8BB	R Prodan
805AD7A1	Arnab K Basu
7E5056B1	Brian M Blum
863C48C4	John T Robinson
7F064339	Jiantao Sun
735DE27B	Francois Bancilhon
7E8949BB	Michael L Scott
7FEA4B7C	Long Jiang
09DF3E99	Eytan Modiano
7CB08965	Frederik Vercauteren
85F17DED	Thomas O Binford
854E1E71	Mao Ye
83665D36	Mary Baker
84D29F45	J M Oconnor
7EC11591	Dhabaleswar K Panda
7FE4B67C	Julie Symons
75D12588	John Lafferty
7EB449F0	Simon Marlow
7DF4AA73	Aamer Jaleel
7E707ADC	Thomas Ball
8176481D	Luis Sanchez
809CF99A	Shmuel Winograd
029DC031	Stefano Paraboschi
7FEE4DE3	Koushik Kar
68605CA3	Joris Mihaeli
0CA89BB7	Vinay A Vaishampayan
8099A102	Charles C Kemp
14569432	Frans M J Willems
8003F05E	J S Denker
7ABB91AF	Lev B Levitin
811BD9D3	G Robert Malan
7A9D8CBB	Ketan Mulmuley
7A7900E4	Mark Ronald Plesko
8076946D	Jeremy Dick
7EA97FA2	James Srinivasan
77BBE430	Pablo Castells
8136F10E	Fabrice Tchakountio
7B99887C	Eric M Rains
7FC2F2A2	Deepak Agarwal
202974BD	Hillol Kargupta
10AF24EC	Davide Sangiorgi
81449FAA	Jose Kahan
7D02E177	B Escudie
08874E52	Eiko Yoneki
77FE8F5C	Constantine D Spyropoulos
781293C5	Jeffrey H Kahn
7DAFB0AA	Sungran Cho
7D5085AB	Matthew O Ward
76C2BE0D	Benjamin C Hertzberg
12C5E189	Ingo Brunkhorst
2CDFB5BB	Amit Singh
7F449570	Kun Tan
7DC42030	Sanjay Agrawal
793BCE24	Ralph C Merkle
7F6B1528	Edward C Posner
849B2A61	David Randall
80EE57E7	S S Keerthi
827EE7F5	Matthew Arnold
0F84F9BE	Emmanuel J Candes
71F60790	Jon Herlocker
8639C929	Jeanchrysostome Bolot
80F461D0	Dan Klein
790FA684	Pradeep Kyasanur
80422A5D	Bimal Viswanath
7C8AA34D	Peter A Dinda
06A6C57B	Richard Bornat
750902B9	Mikhail Bilenko
84B278C8	Raymod J Mooney
8172BC32	Ross D King
82432F25	Rakesh Kumar
8587CA20	Niels Provos
7EF2773E	Giuseppe Caire
790FB24A	Candace Kamm
810D2197	Andreas Krause
7BDB6EA6	Damien Sereni
81B11970	Tohru Kohda
7DEAF2A6	James Wu
0B4A461D	Vassos Hadzilacos
815EF5E9	Jerome Lang
7E12A477	Tilke Judd
094D08F5	Mathieu Desbrun
7D664F21	Jonathan Grudin
7DE994E4	Craig W Reynolds
0FEE7919	Todd D Hodes
808704CA	Craig Saunders
7D8E0929	Sean Slattery
3B187E9F	Gang Chen
8510BC3E	Meer
83D37AAC	Dan S Wallach
54B21C76	G Schenkel
7D435CA0	Gert R G Lanckriet
7D80297E	Michael D Powell
8173C677	Nageswara S Rao
0C7F822E	Klaus Erik Schauser
7D5FDF9C	Christopher J Merz
85ABCB2C	Edward K Lee
829D4FD3	Arun Kumar
09ABCB97	Volkan Cevher
75B08B78	Susan Horwitz
798F64BB	Rajeev Ranjan
5E12B3B1	Chalermek Intanagonwiwat
7E377A2C	Philip L Lehman
7B893A95	Victor Zyuban
7DAABBEA	Tieyan Liu
810E290F	Qixiang Mei
80368BAC	Peter M Todd
4573D225	Kung Yao
0279D2A4	Olivier Faugeras
7C6E1BA5	Shruti Kasetty
77B5234F	Stan Zdonik
7CC9BD09	Steven Berson
7CDAB20A	Justin Romberg
7D5E91AA	Soumen Chakrabarti
7BF448E9	Avi Silberschatz
7596AEC2	Mitsuru Ishizuka
2A97419C	Benjamin W Wah
13371C50	Patrick Flandrin
7C6BEF23	Kevin D Bowers
81212FE4	Ben Y Zhao
84B07D6B	Artem Dinaburg
800C7345	Franck Rousseau
7EEB27C2	Prasan Roy
8034F863	Anthony P Reeves
13EC14BA	Edward E Rothberg
7E59B456	Natalia Ivanova
04C1933E	Jianhua Lin
7DA820EB	Johannes B Huber
2C119735	Roy Want
7F86E13F	Michael Chen
7CB1F20E	Uur Cetintemel
858186F5	Li Li
7FDA8138	F R K Chung
7553A055	Paul Alexandru Chirita
799F7895	Ilkka Niemela
78F56EAE	Andrew Odlyzko
85F6BBB3	John J Grefenstette
1A0BBE53	Andrej Brodnik
7E384720	Jerry R Burch
807B002B	Renu Tewari
757B5E22	Grzegorz Czajkowski
81A86A9E	Daniele Turi
76CEF8BC	Fernando Tohme
76D23B75	Hal Berenson
2BCF289A	Hans P Morevec
7D5A17A4	Anish Das Sarma
8087AFEE	Joseph S B Mitchell
7D5AA182	Lu Zhang
814D9EE2	Brandon Heller
81265499	Jay Ponte
06EF497E	Mohammad Ali Maddahali
7F60799B	Evan Herbst
7D0F21B9	Dashun Wang
816FC463	Ronald Parr
8483D474	Geoff Crew
7F76FA0E	David W Murray
7C36D4DC	Christopher J Burges
01059927	Claudio Schifanella
80AF5462	Steve Carr
86311C96	Kenneth Salem
7E8029E8	Robert C Williamson
7ADF27C1	Vijay Ganesh
8620D5ED	Mengjang Lin
0517B50C	Yuval Fledel
7EE499D9	T J Harley
7CF6A12B	Aniruddha Kembhavi
1829B0B7	Y C Pati
7C136427	Sharon A Caraballo
7EED3300	Zhengyou Zhang
7FD072CF	Andres Albanese
80190CDB	Keith A Smith
79F221A3	Jon Currey
8580695C	Li Zhang
7ED9FF05	Cong Yu
7876C1B8	Susan J Eggers
7E39D9F8	J B Johnson
80BD016B	Wenliang Du
76075235	Keith Diefendorff
7F46C833	Nawaaz Ahmed
811626C0	D V S X De Silva
7AD118B4	Andy Seaborne
46843FD3	Daniele Folegnani
7D3C64FB	Bryan C Russell
7EED40C8	Edmund M Clarke
135AB1BE	Denis Oddoux
7D7FDFEE	Simon W Moore
75606C37	Gurmeet Singh Manku
7FFA0462	Srinivasan Parthasarathy
8138B9E5	Hanyi Zhang
78BC5C0B	Shachar Fleishman
8536479A	Nicolas D Georganas
7F9BDD2C	Yasemin Altun
7D294511	Greg Hutchins
7E1D8774	C D Thompson
79C00DD3	Markus Stadler
7A1F3519	Neil Sarnak
85FF7CAD	Benny Chor
7D6A9F16	W E Baker
77620658	Trevor Pering
194EC525	R Zainlinger
7FF63713	Shinichi Satoh
5844A809	Francois Irigoin
10C0ED30	Michael R Genesereth
78EEC71E	Lov K Grover
768B52BD	Luzi Anderegg
096FF9A2	Saharon Shelah
7EBD3AAB	Jian Pei
776785C1	Harvey Tuch
7FCD90A9	Jeonghee Hong
7CBCCA3A	J E Funderburk
0E3B95F3	Vagelis Hristidis
79039572	Vijay Arya
04677524	Farzin Maghoul
809DE9A2	Graham Katz
758EC809	Alexander J Smola
7BE01801	Jonathan Eastep
0D52832F	Andriy Mnih
6EEB503B	Alptekin Kupcu
0BC24985	Christian Freksa
7064D02F	Chetana N Keltcher
0D02BCA6	Nick Mckeown
0A286EA3	Natalia Marmasse
861FD7DA	Philip K Chan
85E76D6A	David Hightower
84B99E4D	Pat Hanrahan
79D7A384	Nicolas Le Roux
848E9F40	Shigeru Chiba
7DEBDB3C	John Whaley
8069C4F5	Tenyueng Hsieh
7D404B2E	Martial Hebert
80AFE91A	Yuanting Zhang
7E6EFC71	Chinlaung Lei
80985171	Brian Neil Levine
782B50DF	Vijay Sundaresan
7E373FCA	Jingren Zhou
7B9172E1	Aart J C Bik
7E00AFC3	Moriyoshi Ohara
0519342A	Sham M Kakade
1725BD0B	M Shreedhar
815212DB	Els Van Herreweghen
0D55B3AD	Elie Krevat
7D134C98	Randall Davis
7C19229E	Antonia M Tulino
7EFEA32E	Shawn R Jeffery
7D3F802A	Huanhuan Cao
832084B9	Eric Wan
7D0F8D63	Nelson Huang
7D2DBFB1	David E Wilkins
85A14743	Seonghwan Cho
6CE2FCD8	D Sivakumar
849A03DF	Ren
75695CEC	Benjamin M Zaidel
76257484	Kameswari Chebrolu
0726CB05	Mihir Bellare
863340EA	Michael Kifer
800BA0C0	Mohammad Alfares
75BE13B1	Robert E Kraut
0D4FAD5A	W M Turski
08C0A8A7	Paul Smolensky
84A78955	Yuhan Cai
80516B10	Kaisa Nyberg
7501FD99	P D Webster
7D637A77	Brian D Marsh
814B807A	Claude Nadeau
7F139DB2	Balaji Prabhakar
853A6D1E	Lei Wang
10839015	Enrique H Ruspini
6A6975E1	Richard Wolski
7B0E79D1	David Maier
7EA3FF3D	Kaushik Chakrabarti
28FB3C46	Ran Canetti
80DC91B1	W G Weber
7A392F9E	Alvin R Lebeck
807994D5	Neeraj Kumar
7F942C81	Craig E Wills
32FFEED1	Johan Hastad
7D6D1F3D	Zhen Xiao
12F4B032	Jerome H Saltzer
77149A38	Gabriel Y Keung
0B1793C2	Craig Zilles
81371E73	Jussi Ronkainen
8597AD7C	Dan Grossman
76E27DBD	Christopher M Lott
7788E60C	Jeremy Z Kolter
45BBDCB1	Petros Faloutsos
805C5DE9	Zhichen Xu
78FB1D97	David J Farber
79A74212	Christopher J Glass
7A340058	Kavita Bala
855D13E0	Peter Rossmanith
7640F79D	Martin Haenggi
7FA52489	Vikram Srinivasan
82DA8F18	A Sankar
80BA6C09	Ira Cohen
7680BEBF	Hamid Reza Motahari Nezhad
8088ACFC	William W Cohen
7A3464F9	Fei Sha
55C3471D	Darren Shakib
79CBEA91	Mark Lillibridge
E9CF8DE5	Min Fang
3BCBA649	Helene Hembrooke
8521D3D0	Cliarles E Perkins
7D399FDD	Robert P Goldman
85173C55	Prabhakar Raghavan
7C8F4F08	Yuval Shavitt
7F5F589C	Sharad Mehrotra
855014BC	Lintao Zhang
7905947C	Harold Ossher
7B76A339	Sebastian Modersheim
07832DD4	Fabian Monrose
80BE160C	R M Tanner
7E16380F	William W Cohen
7FE191F1	Ali Saidi
7E79DCD2	Andy Tsai
0E8A7FE3	Swapna A Oundhakar
7DFE3FB6	John Mcdermott
7523B2BB	Reinhard Enders
7517C6F1	Ehud D Karnin
7E7B8C09	Brian J Matt
5A9332C6	Sara S Baghsorkhi
7E45249B	Peter J Haas
6B5710E0	Vivek K Goyal
731064A5	N Juristo
7D05E426	Jeanmichel Renders
7D1B1C1B	Hansj Boehm
7EE9F6BE	James P Gray
80049091	Donggang Liu
05E1193B	Frederick H Lochovsky
814C7A4C	Don Carney
82A47F45	Mahmut Kandemir
7D6F1524	Shelley Tselepis
7D28CE00	E Phillips
064CE498	Joe Kniss
7D012479	Eujin Goh
80182061	Danah Boyd
7FDD4599	Fabio Casati
7D7384AB	Chiehyih Wan
813CD563	Yonghe Liu
73705439	Luciano Serafini
7AB71BF2	Gavin Bierman
1A0E283F	Antonio Gulli
7AEDEA7C	Allan Kuchinsky
7CD5FAA3	Kenneth P Birman
7E299945	B Ramakrishna Rau
8120A027	Ratul Mahajan
77399D91	Robert Felderman
4A66210C	B A Sethuraman
284A8718	Kokichi Futatsugi
5E77872C	Jeannette M Wing
7F28717B	Bruce G Buchanan
84D6A6BF	Kannan Ramchandran
78DE6107	Martin Szydlowski
7D421ABA	Chinmay Hegde
0B8DD668	Apostolos Gerasoulis
811DF40B	Nathan Tuck
77F770E2	Vijay V Vazirani
28FD60F8	Steven M Bellovin
784512BD	David R Millen
833DDC07	Matt Welsh
7F4A1B0F	Yan Lindsay Sun
0B60422D	Marc H Willebeeklemair
76E2EC6E	Iulian Neamtiu
7EB765A9	Robert K Cunningham
80C6E6F1	P M Lewis
7DE51F74	Vijayshankar Raman
7FE65996	Yolanda Gil
80897308	Xiaoning Ding
0F20EA20	Tomas Isdal
29D9D03C	Torsten Suel
7E57D209	Ratul Mahajan
7CA0A84F	Tijmen Tieleman
7B63A042	Douglas Appelt
0966B2BF	Ralph Grishman
829A1D29	Peter Widmayer
73431BDD	Arvind Seshadri
7ED95D43	Sridhar Ramaswamy
7E90E3CB	John M Cioffi
863C5716	Harold N Gabow
811EE3E2	Myle Ott
7D4BA859	Zhenyu Liu
11C7A6DA	Azer Bestavros
0511558F	Daniel Vanderpooten
809E07DA	Swarup Acharya
8032C8D9	Hongwei Xi
84ECA89C	Carrie Porterfield
7F394EFC	Geoffrey J Gordon
84D10C79	Tony Larsson
7825CA0E	Keith Short
1389AB2B	Oliver Ruthing
806CCE55	David Cock
76032881	Dominik Endres
14519C72	Colin Bannard
7CB2D6DB	Paulo S L M Barreto
0E39284A	Witold Pedrycz
7E52D890	Adam Porter
84CA0CDF	Prateep Gopalkrishnan
77936221	Kazem Sohraby
7C6BD9A9	Larry A Rendell
7EB18FD0	Lin Liao
7E7B2000	Arvind Narayanan
7D9E216B	Elise A Yoder
769E07CC	David Read Tarditi
80B39721	Yiming Yang
85070BD0	Christopher Jeris
7F75A18F	Steven Lovegrove
7DB367AF	S Sudarshan
85ED42FD	Alexander Siegel
7B21D001	Randeep Bhatia
77888E27	Jakov Seizovic
7B2715A0	Jirong Wen
77418C55	Thomas Serre
7D86CEE0	Ian Simon
2BA15A11	Julie Marguerite
8494E2A7	Lawrencegilman Roberts
106071C7	Pavel Shvaiko
09F0BA79	Michalis Faloutsos
7F869C20	Jinxi Xu
485CCCF4	Andrew Witkin
7ED066C7	Joel L Wolf
760007A7	Neil D Lawrence
808BA2D9	Qiongmao Shen
2978E5F9	John Kubiatowicz
7D686097	Xiangyu Dong
7F51C75C	Giridhar Kumaran
739CF1AF	Gert Smolka
862263BC	Matthias Baldauf
0F2F6EA1	Trevor Hastie
849819C6	Sclaroff
7DC87733	Swades De
0CCE4146	Greg Hamerly
7DFABFAA	Richard N Taylor
74D89F62	Sebastian Mika
7E35F5A8	Guy Lewis Steel
86390BA5	Glenn Bruns
80FC08A1	Jeffrey A Dean
8037FD3F	Adam Meyerson
8098D446	Allen B Mackenzie
7FA9638B	Timothy H Harrison
593AB9D7	Bartlomiej Blaszczyszyn
7A743C36	Luca Benini
82ED1A44	Srdjan Capkun
78E9A22C	Paul Luff
8028804F	Jacob R Lorch
83763B81	S Lennart Johnsson
83CCFAA1	Joann J Ordille
7D5AD7DE	Liewei Bao
7B2CA691	Ivor W Tsang
148FDEE8	Vladimir Tucakov
80EF24D5	Rajeev Rastogi
826228C6	David A Mcallester
833C1ECB	Adi Shamir
7D0400DD	Thomas Ball
12DF462E	Cristina Nitarotaru
7FC0A3C2	Charles Ling
7CCB4775	Larry Stockmeyer
70B821F6	Thomas Gartner
8007C1C4	Scott Weinstein
851A211A	Albert Benveniste
7E25796E	V V V Prasad
7D7E0866	Mat Cook
84514E41	Ali Dasdan
7D66205B	Shanghua Teng
0C6B8E45	Evaggelia Pitoura
80ACC8C7	Zhexuan Song
7F585A26	Ken Kennedy
84FD3D80	Jose Meseguer
10A7E8D0	Constantinos Dovrolis
85147452	Tie Liu
82B55675	Sokol Kosta
7F06341B	Allan M Schiffman
11AC56CF	Pascal O Vontobel
7691D8BA	Bernhard Nebel
84AF8AC7	Xiaozhou Steve Li
06938571	Moshe M Zloof
7E5424A3	Patrick Sole
7CA63060	Rajesh Ranganath
10F24683	Yuval Elovici
823BE76E	Paul Francis
4475D516	Benjamin B Kimia
82D5C7EF	Prabhakar Raghavan
7650ED27	Theodore G Birdsall
7FCDF857	Dayne Freitag
859AEC02	G Martin
6C5B8284	Dale Schuurmans
6E98F0AD	Holger Rauhut
80162728	Raymond F Boyce
7D7CF26F	Pekka Abrahamsson
7A9D6F8F	Alexander Tuzhilin
85943A54	Nitesh V Chawla
7A71BEA2	David Simplot
29F54818	Michael C Mozer
80183D6C	Michael Stanley
7C382DF3	Barbara Liskov
4AC5FDEF	George Z Chrysos
2DA54B9C	Prahlad Fogla
7D2EDD6C	Suman Banerjee
7FF7DFD8	James Neufeld
7EADAD34	Mark Johnson
7A3C051B	Mark Roseman
7B5BBA91	Meyrem Kirman
7EF0EBAD	Mark W Garrett
7BB71F65	Azin Ashkan
27DE3943	Uri C Weiser
822602D8	Steve Hanks
7FCFC7EC	Ankur Jain
184FB637	William R Hersh
777B116D	Richard A Harshman
848CA20D	E Uysal Biyikoglu
839A0186	Jun Luo
7E8D1FF7	David Tse
7D3D096F	John Byers
85B8B599	Gaetano Borriello
7E065028	C D Frost
7E0EFE1C	Toan Pham
773214B7	Pinar Duygulu
7DD82BC6	Quangtuan Luong
7C9ED109	Rance Cleaveland
7DB98D46	Lance Hammond
7EB3DD51	Paul D Feldman
7FCF931B	Robert P Goldberg
670AC5E0	Shafi Goldwasser
7E0F22A8	Guillermo Sapiro
7FE53977	Sanjoy Baruah
7F139BA6	Kevin J Mcgrath
7F61693F	Arvind Krishna
4AFCC0D2	Berthold Vocking
5A7FBE17	Miroslav Dudik
7B48917F	Douglas S J De Couto
7B1A5BE4	Shamkant B Navathe
12A4D05E	David W Shipman
7E39073B	Byunggon Chun
7E4CC188	Weibo Gong
79C72F03	Steven Mccanne
7E732084	Pat Morin
242D87DD	Andres Corradaemmanuel
84AE369C	Namit Jain
85410EB3	Paul Hudak
84EDF4B3	Robert B Hagmann
78BF5E85	Jennifer Weinmann
786432B3	George Furnas
8614AE4B	Norman P Jouppi
7D04E424	Steve K Luk
04108C9E	Brian Falkenhainer
7F428F2D	John Foster
854D3DF3	Mark Schwabacher
7E4D7DA8	Yun Zhai
7D649820	Leonard E Trigg
11045C77	Frank Kenneth Zadeck
7F6EF53C	Silvia Lindtner
7D6915EA	Weichuan Yu
7C284744	Rohit Ananthakrishna
84F6273A	Amit Sahai
7785FA9E	Stuart Schechter
7D8E5D6A	Gavin Holland
7D859FE8	Anthony Hunter
74A7A738	Sabrina De Capitani Di Vimercati
7097B987	Herbert A Simon
7E03B01F	Mikael Skoglund
7F060F97	J C Coburn
00B2FEE0	Bruno Torresani
81DE4AD8	D J Smith
7D8E89CA	Chao Gui
7E3562B1	Calton Pu
7DDED435	B S Rajan
19BE51E1	L El Ghaoui
7C688173	Drew Roselli
7D782FF3	Haitao Wu
800DA280	Jung Il Choi
7C74292B	Pierangela Samarati
7F562063	Kaleem Siddiqi
806A048B	P E Grafing
806B47D7	Rishiyur S Nikhil
7E49E910	Praveen Kumar
7EEEA39C	James L Mcclelland
7D1FEA3D	Bianca Schroeder
8028032B	John D Owens
84EE7751	Vermaak
11B7E071	Euripides G M Petrakis
80407C0C	R L Thomas
753E5003	Leonard M Adleman
7AF56098	Katherine Yelick
125A519E	Willy Zwaenepoel
80DDFF75	Pierre Isabelle
7DD373CC	Yi Chen
0FA7E002	Einar Mykletun
7684686C	Graham Cormode
8410C6C3	S Borzsony
7CE4FDDB	Stephen E Fienberg
7A8808CB	Hector J Levesque
7AC8B49A	Nanette J Boden
75383056	Carter T Butts
8056C90B	Anirudh Ramachandran
85587C8D	Xinyan Zhang
076C4FFE	Paul Muhlethaler
851E05A8	Mudi Kodialam
809F9CBA	Chuan Xiao
7D70A551	Paul S Bradley
117C9112	Alexander Hinneburg
84B8F5B1	Yann Le Cun
7DA9ABBD	Jake T Lussier
7E0781F2	Charles H Bennett
45716884	Christian Plaunt
675E2647	Dong Xiang
7D951A00	Kenneth M Wilson
7E524166	Arpita Ghosh
8009E28A	David E Goldberg
830A73D9	Stefano Basagni
7C27A986	Dennis Shasha
8418B7AF	Y Chu
7D922785	Andrew Warfield
777E1FA7	Burr Settles
7E3BFF6D	Marcelo Arenas
8092FA93	J P Singh
7D64B98A	Chikeung Luk
38437746	Kamil Bajdapawlikowski
07926FD2	Moshe Tennenholtz
14A7CE30	Bernd Heisele
7871DB74	Dallan Quass
7E8852B4	Fan Bai
7A4B3AD7	Abhay Parekh
786A8D8F	Aparna Lakshmi Ratan
7EE763DB	Ganesh Sittampalam
854D3B3C	Guru Parulkar
85F27E65	Calton Pu
810532C5	Jaideep Vaidya
80024AC9	Harold Ossher
7CC1C8E1	Gregor V Bochmann
18FEF649	John Bicket
79BB0B06	Kevin W Bowyer
7751993A	Christopher Kommareddy
10DC776A	Tolga Urhan
804BA692	Beechung Chen
0AE3D2CA	Alain Pirotte
7B5A1E72	Steve Bellovin
801F7C9A	H T Nguyen
79A812EB	Clemens Schnurr
8086B8D6	R L Graham
7ADD225F	L E Franks
80BA5DC8	J Eliot B Moss
80A52F50	Kuangching Wang
80EC448E	Larry Davis
806A7F01	Kazunari Sugiyama
80FA787C	Brian D O Anderson
0158FA97	Chinatsu Aone
7CEC5233	Wray L Buntine
7F7751DF	Jack W Davidson
820C2EB8	Emanuele Viterbo
77037208	Ravi Sandhu
109D7586	Pierreantoine Manzagol
2B1664DA	Paul Thagard
7747476D	Christopher Kruegel
285C426B	Daniel P Huttenlocher
7D9CB513	Yingyi Bu
86244C09	Rajarshi Das
7DA30864	Ke Wang
808791B6	Mark Montague
846084D8	Paul H Morris
0C915F07	Jon Kleinberg
813B6CE3	Roy Goldman
7CEDE181	Robin Dhamankar
295C8CBD	Tomaso Poggio
7F7D618F	Melissa Chase
0186B743	Yaron Kanza
827FA863	Anders Moller
80785DA9	Sara Cohen
7E0DE8DC	Henry Lieberman
81425ED4	Eugenio Moggi
29BBD9FB	Francoise Fabret
779B6C78	Risi Kondor
84EE24B1	Yihong Eric Zhao
7E4A080E	Hidekazu Oki
7CA157B8	Kris Ganjam
7E8673B9	Xuqing Tian
75B1958E	Terrence R Crowley
7FDB8F5E	Carolina Galleguillos
824EDAA8	Charles E Rohrs
7DDF9278	Lijun Chen
7D8FDF52	Charles L Isbell
7A5CAEB5	Michael Gastpar
7D760E43	Michael W Mahoney
7D344C98	Seung Jun
81A0A2BF	Scott Brave
57316078	Tom Duff
7D429A79	Miguel R D Rodrigues
7E922703	Jeffrey S Sorensen
134EF71C	Robert G Gallager
7D4AB1A6	Carl Hewitt
771E2668	Hari Balakrishnan
79E02688	Christoph Senft
758D5B43	Marc Bezem
84722946	Ramana Yerneni
7D10D953	Yoshinobu Sato
221E66BA	Deborah L Mcguinness
7DDC3018	Stacey D Scott
860C2E85	Yuri Gurevich
8134F226	Filippo Ricca
801679F4	Thomas Y C Woo
803B18F2	Kazue Sako
76878CE5	Edward D Lazowska
7C57A3BA	Patrick J Rauss
7F38C646	Hyundong Shin
7F1D439C	R Sekar
7F6470FC	Donald Kuehner
7DEF2562	Nando De Freitas
8042D158	Linda Kaufman
76CF0B72	Stefan Riezler
7DADBDED	Tal Rabin
84071755	Deepak Bansal
7E6B1D70	Min Ding
83AB29DD	Erann Gat
7F2EDF3D	Sridhar Mahadevan
2915A29A	Dana Angluin
10A00ACB	Gerald Tesauro
4AAEB5D6	David Kirsh
848487A5	Oliver Spataschek
146B4651	Muthuramakrishnan Venkitasubramaniam
7C58081C	Jeanpierre Jouannaud
8175183B	Scott Mahlke
783A0D90	Bob Lantz
806936B4	Ryan Mcdonald
7EB80123	Ling Liu
14E53D00	Robert E Tarjan
01102A4D	Ilenia Tinnirello
810ABDD7	Georg Klein
804D6661	David Cohn
7EAC8170	Matthieu Bloch
77C8C142	Matei Zaharia
7EC4D236	Takahiro Hara
7D82CA42	Minlan Yu
7F5863CA	Patrick Chiu
74678206	Arash Baratloo
856B01A8	Dagobert Soergel
85E3921C	John G Proakis
7AFBF776	Kaigui Bian
7A4222EA	Charles U Martel
159B9D56	Bill N Schilit
7D3CC8F6	David C Parkes
753482A9	Christopher Donawa
505F3AFB	A B Mcdonald
8487EC47	Jing Zhong
753037DB	P Sadayappan
8072F699	Ram Ramanathan
62382CF1	Paul L Zador
0F179263	Ivan Stojmenovic
0356F1C5	Luca Abeni
798C6D44	Venkata N Padmanabhan
84E2C2B2	Katarzyna Smaga
7E98F775	Larry S Davis
8161BC6D	Douglas Low
177EB722	S Alexander Spoon
7B4B153F	J Oshea
7FCA7DD5	Dirk Van Gucht
7E087406	Simone Diniz Junqueira Barbosa
